example_id,conversation_id,customer_message,conversation_context,intent,expected_action,escalation_reason,historical_resolution,review_status,annotation_notes
SPOT-GOLD-061,1517972,.@115888 stop taking Offset's songs off Spotify 😐,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@472176 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /DF,PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-062,1811313,@147836 Can you PLEASE add an explicit filter to Spotify?  I really don't understand how this hasn't happened yet...,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@544187 Hey Mike! We hear you. You can show your support for the idea by voting for it in our community here: https://t.co/CdI1SY9KZE /MK,PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-063,343656,What is matter with Spotify?? Keep crashing.. searching.. @SpotifyCares,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@197794 Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? We'll help out /RH",PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-064,1269712,Trying to get allll my songs back on Spotify why did they all erase😭 @115888 f u,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@417282 2: this just happening with some tracks or playlists? We'll see what we can suggest /CH,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-065,1419711,@115888 it's 2017 can iOS please have a way to kill cached songs? I didnt un-download them because I wanted to keep hearing them :/,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@450039 Hey! We see how that'd be handy. Show your support here to help make it happen: https://t.co/fDfdWqd3CO /RH,PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-066,1845194,@SpotifyCares you might want to check your upcoming concerts near you email @2235 playing Leicester... click through... cover band?!,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@257827 Can you DM us a screenshot of the email you received? It'd be great if you could also include the link that you've clicked /MU https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-067,1764098,@SpotifyCares Hey there. Currently getting skipping during songs. Playing on Macbook Pro OS 10.12.6. Any suggestions? Have latest Spotify.,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@530692 Hey Cormac, help's here! Could you confirm the exact app version? Does it happen during all songs? We'll see what we can suggest /T",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-068,2752836,@SpotifyCares I was logged into the wrong account on google when I bough premium. Is there anyway I can get my money back for that acc or switch the premium to another account ??,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,"@770625 Hey there! Can you DM us your account's email address or username, as well as that of the account you've wrongly subscribed to Premium? We'll take a look backstage /AR https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-069,1304298,@117153  my subscription says I have Spotify Free but I'm being charged $11 every month. I still get ads. So? What's wrong?,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@424786 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-070,1167960,@115888 why does ur app never work !!!!!!!!!!,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@394723 Hey Dayna! Could you send us some details about what's happening, along with any error messages you're seeing? We'll keep an eye out /MQ",PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-071,2135066,"@SpotifyCares I’m having issues on iOS11 with my iPhone 8 Plus not resuming music after a phone call, or using Siri. I have to force close the app and restart it to get music to resume. Any ideas on what I can do? I’m fully updated on the newest version of the app and reinstalled",None (thread root),app_crash_and_performance,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,@628150 Hey Dylan! That doesn't sound good. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: app_crash_and_performance. Standard client-side troubleshooting failed; agent requests account info for backend logs
SPOT-GOLD-072,1764663,@SpotifyCares Yes it happened once but then I just turned it off. I’m using my iPhone 6,"Prior Turn [SpotifyCares (1764660)]: @530822 Does the issue still happen after reinstalling the app? If so, let us know the device and operating system you're rocking /JM",ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@530822 1: Could you recall when did the issue start happening? Was it since you've upgraded to the latest iOS version? Also, did you...",PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-073,1998012,@151631 @SpotifyCares looks like it's not possible if you signed up with Facebook. i've already recreated all of my playlists on a new Spotify account and free from hell. thanks though!,"Prior Turn [Customer (1998011)]: @590778 Hi! There's steps on using Spotify without Facebook here: https://t.co/Pas210HNKb. Or, @SpotifyCares can help 🙂",playlist_library_and_curation,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,@590778 Hey there! We'd like to share more info about your old account. Can you DM us your new account's email address? We'll help out backstage /AG https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: playlist_library_and_curation. Standard client-side troubleshooting failed; agent requests account info for backend logs
SPOT-GOLD-074,1967473,@SpotifyCares Version 8.4.24.506. Logged out and restarted. Seems to be working now. Will keep you updated,Prior Turn [SpotifyCares (1967467)]: @583010 Hey. What Spotify version are you on? Does logging out &gt; restarting your device by holding Home + Lock for 10 seconds &gt; logging in help? /AY,account_access_and_login,INFO_PROVISION,N/A,@583010 Cool! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg 🙂 /AY,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Provide public password reset link or credential troubleshooting
SPOT-GOLD-075,2312929,@125633 hey! Is the live function of the app down?,None (thread root),service_outage_and_status,INFO_PROVISION,N/A,@670738 Hi! Are you running the Spotify for Artists app on iOS or Android? Have you tried a different WiFi connection or switched to 4G? Can you still get to the desktop version? Keep us posted /T,PENDING_HUMAN_REVIEW,Candidate intent: service_outage_and_status. Acknowledge known platform issue/outage and inform customer engineers are restoring service
SPOT-GOLD-076,2234742,@SpotifyCares When will Taylor Swifts #Reputation be hitting the catalog. As I check at midnight eastern and right now. It's not There,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@647492 Hi David! ""Reputation"" isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c 🤘 /JI",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-077,2953031,Yo @115888 why is my @439305 podcast stopping early and won't continue the episode??,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@815350 Hey there, calvary's here!  Does logging out &gt; restarting the device &gt; logging back in help? Let us know how it goes /TX",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-078,1580650,@SpotifyCares hopefully you can help me figure out my problem with logging in,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@355487 Hi! We've replied to your DM. Let's continue chatting there /GU,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-079,1189532,@SpotifyCares Yeh I know and use this but I often miss a new release because it isn’t within one of these playlists.,Prior Turn [SpotifyCares (1189530)]: @124014 Hey Dave! We'd suggest checking out the Release Radar and New Music Friday playlists. They should help 🙂 /AR,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@124014 1: Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll...",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-080,1748248,@SpotifyCares Thank you!❤️,Prior Turn [SpotifyCares (1748247)]: @449566 Hey! We can see that the Artist Services team have reached out to you about this now. Give us a shout if you need anything else /K,non_support_or_chatter,INFO_PROVISION,N/A,@449566 You're welcome! If you ever need anything else... https://t.co/jp1YQJi0ad 🙂 /JX,PENDING_HUMAN_REVIEW,Candidate intent: non_support_or_chatter. Politely acknowledge feedback or thank customer
SPOT-GOLD-081,2358995,@SpotifyCares how do you delete your account if you can’t access the email address you used,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@681294 Hey Lucy, help's here! Could you DM us the username and email address of your account? We'll see what we can suggest /JQ https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-082,1813195,@115888 are there issues with in car controls and iOS 11 or iPhone 7? Tried everything to get it to work and can't skip tracks anymore :(,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@544716 Hi there! We don't have any specific info to share about this. On the other hand, can you let us know the make and model of your car? /PL",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-083,1096824,"@SpotifyCares The devices being used feature is stopping me from listening, as you can see there is only one device yet the play button is grayed out.",Prior Turn [SpotifyCares (1096822)]: @378822 Hey there! Can you let us know what exactly's happening? We'll do our best to keep your gaming sessions filled with tunes /QI,playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@378822 Got it. Could you try opening the web player in an incognito/private window? Keep us posted /RK,PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-084,572092,"@SpotifyCares Is there a way to download or access my own user/listening data? Would love to do my own exploratory analysis on this data, and be able to archive it.",None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,"@254430 Hey there! We're afraid this isn't possible right now, but we can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ",PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-085,2036008,@SpotifyCares every time I update your app (Android) it removes all of my downloaded music. then I have to redownload 2000 songs. thank you.,None (thread root),offline_listening_and_downloads,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,"@206469 Hey, that's not cool! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: offline_listening_and_downloads. Standard client-side troubleshooting failed; agent requests account info for backend logs
SPOT-GOLD-086,831863,@115888 please reupload @17971's debut album thank you in advance.,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,@318110 Hey there! Can you let us know the title of the album that you're looking for? We'll be waiting for your reply /MG,PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-087,163731,@SpotifyCares I've been trying to get Spotify premium for the past two days with my PayPal and it hasn't been working.,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@153880 Hi there! Can you send us your account's email address or username via DM? We'll take a look /GT https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-088,1767684,@SpotifyCares Hey so this doesnt count if ive been listenin the albums offline sing day 1 😢,Prior Turn [SpotifyCares (1768393)]: @528933 Hey. Pre-sale codes are being sent out by email to some of DVSN's biggest fans on Spotify. Hopefully you're one of them! /BH,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@528933 Hey. We’re afraid the codes are unique and sent to those who listen to DVSN the most on Spotify. Sorry! We'll pass on your feedback /RH,PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-089,1083400,"@SpotifyCares are you still around? Android 8.0. If I try to share a track, the app force stops",None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@375560 Hey, help's here! Can you let us know the device's make/model and the Spotify version you're using? We'll see what we can suggest /JS",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-090,670534,@SpotifyCares  Hi Spotify. Every time I try to open an account it put in HK  as country. How to avoid that?,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@279952 Hi there! Can you let us know where you're currently located? We'll see what we can suggest /NQ,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-091,1778059,"@115888 what happened to the ""Weekend Party"" playlist aka the best playlist ever??  What am I supposed to do now??",None (thread root),playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,"@534227 Hey Katie! Don't worry, we'll get this reported. Great detective work https://t.co/LpsmyUtme0 /RH",PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-092,235214,@SpotifyCares Username is scopixar515 if that helps,Prior Turn [SpotifyCares (235212)]: @172015 Hi there! We appreciate your feedback. We'll make sure to pass it on to the right folks /PL,account_access_and_login,INFO_PROVISION,N/A,"@172015 Thanks! We've taken this on board. For now, give us a shout if there's anything else /PL",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Provide public password reset link or credential troubleshooting
SPOT-GOLD-093,1799426,Csn @115888 hurry up and change the latest buggy update. It's crashing my phone!,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,"@540680 Hey! Don't worry, help's here. Can you let us know the phone model, OS, and Spotify version you're using? We'll see what we can suggest /MT",PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-094,2426246,"@SpotifyCares Whenever I play audio from another source while Spotify is playing I have to restart Spotify to have it play sound again.   When it gets interrupted it doesn’t recognize that as a trigger to pause anymore. It’s fine if I pause first, then use another source and hit play again.","Prior Turn [SpotifyCares (2426250)]: @696713 Hey Yassine! Just to confirm, are you also experiencing the same issue? If you could tell us more about what's happening, that'd be handy /AY",playback_and_audio,DIRECT_TROUBLESHOOT,N/A,@696713 Got it. Could you confirm the exact iOS and Spotify version you're using? We'll take a closer look /KB,PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-095,1852415,Hui @148611 bat ito na lang version ng Crash Into Me? Nawala ung recorded version. Ansakit-sakit! https://t.co/M0tTJLeeN7,None (thread root),app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,@554379 2: licensing changes. Hopefully we'll have it available again soon. More info here: https://t.co/0i8GpimuDa /LO,PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-096,1062560,"@SpotifyCares the app is: difficult to navigate, clunky, doesn’t even sort of mirror spotify for web/mobile/etc., doesn’t give options + my playlists.",Prior Turn [SpotifyCares (1062558)]: @370894 Hey! Help's here. Can you let us know what's happening exactly? We'll be waiting for your reply /MG,playlist_library_and_curation,DIRECT_TROUBLESHOOT,N/A,@370894 Got it. We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /MG,PENDING_HUMAN_REVIEW,"Candidate intent: playlist_library_and_curation. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-097,44420,"@SpotifyCares where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.",None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@125856 Hey Lucas! Just to check, what country is your Spotify account set to? /MT",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-098,2677483,@SpotifyCares what can I do to resolve this? Is not my car because I was listening normally the last week and everything worked properly.,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@753532 Hey there! Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /PL",PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-099,2314340,"@SpotifyCares please stop playing suggested tracks, it wastes all my skips 😩",None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@671100 Hi there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /AK",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-100,1814532,@SpotifyCares I keep seeing albums and songs I've never listened to showing up on my Playlist. I think someone is accessing my account,None (thread root),playlist_library_and_curation,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,"@545094 Hey Paul, that's not cool! Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: playlist_library_and_curation. Standard client-side troubleshooting failed; agent requests account info for backend logs
SPOT-GOLD-101,2095198,all I really want is for @130008 version of Can't Help Falling in Love to be on @115888,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@618983 Hey Aaliyah! We’ll have it available to you as soon as it’s available to us. https://t.co/0i8GpimuDa /LO,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-102,1355013,@SpotifyCares - please be advised that my spotify subscription is no longer working with my provider rogers.  __email__,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@435977 Hey! We'd suggest deleting your tweet as it contains private info. Can you DM us instead? /CX https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
SPOT-GOLD-103,2853048,@115888 why isn't the pretty reckless first album on Spotify?,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@793162 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /DB",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-104,1199036,Now we wait for the apps to update to fit the iPhone X - I'm looking at you @219120 @160285 @52058 @115888 😫,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,@401713 2: More info here: https://t.co/vHqjftXuQ0. Let us know if you need anything else /LP,PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-105,2545919,@SpotifyCares I have to use the username that looks like this- haggayudbdudjghdnhdd instead of the one I created,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,"@723633 Hey! We're afraid we didn't find any accounts with the username ""haggayudbdudjghdnhdd"". Can you let us know the email addresses registered on both of your accounts via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-106,1816162,@SpotifyCares why is my Spotify playing random songs when the app is closed? I changed my password and logged out of everywhere,None (thread root),account_access_and_login,ESCALATE_TO_HUMAN_DM,REQUIRES_ACCOUNT_BACKEND_ACCESS,@470064 Hey Ashley! That doesn't sound good. Can you DM us your account's email address? We'll check things backstage /RI https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: account_access_and_login. Account verification / password recovery requires private email lookup
SPOT-GOLD-107,404222,"@SpotifyCares Really getting fed up with this app that can’t maintain downloaded files, has been a problem for over a year for me",Prior Turn [Customer (404222)]: .@SpotifyCares standing at an airport terminal and found that my iPhone Spotify app deleted my entire downloaded library for the 12th time.,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@211677 2: at https://t.co/38J7tFlIBF. They should help with this /SY,PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-108,2734626,@115888 what the hell is going on i would like to enjoy my music without it stopping every 30 seconds.,None (thread root),playback_and_audio,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,@766430 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /KL https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: playback_and_audio. Standard client-side troubleshooting failed; agent requests account info for backend logs
SPOT-GOLD-109,1033326,@SpotifyCares Thank you😊😊     I'm from Croatia,Prior Turn [SpotifyCares (1033324)]: @364477 Hi Ana! Help's here. Can you let us know which country you're from? We'll have this checked for you /DD,non_support_or_chatter,INFO_PROVISION,N/A,@364477 2: Be sure to add your email at https://t.co/X8DVSX9QgM /DD,PENDING_HUMAN_REVIEW,Candidate intent: non_support_or_chatter. Politely acknowledge feedback or thank customer
SPOT-GOLD-110,2296742,"@SpotifyCares Thanks for the prompt response! My phone seems to be recognised as multiple devices on the 'Manage Offline Devices' screen, which could be the source of the trouble.","Prior Turn [SpotifyCares (2296740)]: @666789 Hi Alan, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help out /NY",offline_listening_and_downloads,ESCALATE_TO_HUMAN_DM,PERSISTENT_BUG_INTERNAL_LOGS,@666789 No worries! Can you DM us your account's email address? We'll check under the hood /NY https://t.co/ldFdZRiNAt,PENDING_HUMAN_REVIEW,Candidate intent: offline_listening_and_downloads. Standard client-side troubleshooting failed; agent requests account info for backend logs
SPOT-GOLD-111,372630,@SpotifyCares please answer my message I sent to y’all,None (thread root),ambiguous_vague,CLARIFICATION_PROMPT,N/A,"@204292 Hey Emily, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /TB https://t.co/ldFdZRiNAt",PENDING_HUMAN_REVIEW,"Candidate intent: ambiguous_vague. Ask customer for device model, OS version, and exact error behavior before diagnosing"
SPOT-GOLD-112,745220,.@115888 there is one ad for a haunted house by me that is so creepy that is triggering my fear of clowns. Please stop this ad.,None (thread root),playback_and_audio,DIRECT_TROUBLESHOOT,N/A,"@298150 Sorry Rebecca, we didn't mean to scare you! We'll pass your feedback on to our Ads team /KL",PENDING_HUMAN_REVIEW,"Candidate intent: playback_and_audio. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-113,1074368,"@SpotifyCares Why is it a 10,000 song limit?",Prior Turn [SpotifyCares (1074369)]: @373485 Got it. There's currently a 10k limit in Your Music (Songs + Albums + Artists). We have more info here: https://t.co/59ABtm5Ftl /HC,music_catalog_and_content,INFO_PROVISION,N/A,@373485 It's because less than 1% of users are reaching this Your Music limit. The limit ensures a great experience for most of the users /JP,PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-114,1807211,@115888 can you please add a feature to easily view song lyrics within phone app? 😀 @SpotifyCares,None (thread root),music_catalog_and_content,INFO_PROVISION,N/A,"@542933 We hear you, Christine! At the moment, we'd recommend showing your support here: https://t.co/QUA026DQUH. Hope this helps 🙂 /DR",PENDING_HUMAN_REVIEW,"Candidate intent: music_catalog_and_content. Explain regional licensing rights, explicit track filtering, or content availability"
SPOT-GOLD-115,2788004,@115888 is the website down?,None (thread root),service_outage_and_status,INFO_PROVISION,N/A,"@778299 Hey there, everything's good on our end! What's happening exactly? Are you getting any error messages when you try to access https://t.co/DgrXhBq3Hv? If so, can you send us a screenshot for us to check? /SY",PENDING_HUMAN_REVIEW,Candidate intent: service_outage_and_status. Acknowledge known platform issue/outage and inform customer engineers are restoring service
SPOT-GOLD-116,979894,"@SpotifyCares But I don’t think I’ve downloaded 10k songs?🤔 thanks for your help, I’ll take a look at the link.",Prior Turn [SpotifyCares (979888)]: @352363 Hi! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/WSjJgGAmPy /DR,offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@352363 2: the songs you can add to your Library. There's more info about offline limit here: https://t.co/RQSpEmwWTn /DB,PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-117,67681,@SpotifyCares Tried this. Couldn't find the com.Spotify file anywhere on my phone. Reinstalled  and now it just won't open at all. https://t.co/U2KYQuBoeg,Prior Turn [SpotifyCares (67676)]: @131454 Thanks for the info. Can you try the steps here for us: https://t.co/PDA2aKzC6Q? They should help with this. Let us know how it goes /JI,app_crash_and_performance,DIRECT_TROUBLESHOOT,N/A,@131454 Hmm. Does restarting your device help at all? Can you try clearing your cache? Keep us posted /PL,PENDING_HUMAN_REVIEW,"Candidate intent: app_crash_and_performance. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-118,1978382,@SpotifyCares why my downloaded albums are not downloaded any more? 🤔 on iOS 11.1,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@585781 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /CG,PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-119,2642661,Hi @SpotifyCares I just got a new laptop &amp; wondering if there's a way to transfer downloaded songs from my old one w/o redownloading? Thanks,None (thread root),offline_listening_and_downloads,DIRECT_TROUBLESHOOT,N/A,@745698 2: There's more info about managing offline devices here: https://t.co/38J7tFlIBF /KB,PENDING_HUMAN_REVIEW,"Candidate intent: offline_listening_and_downloads. Provide step-by-step diagnostic steps (restart device, clear cache, clean reinstall, check storage)"
SPOT-GOLD-120,2672747,@SpotifyCares why did u charge me twice and why won’t my Hulu work?!,None (thread root),subscription_and_billing,ESCALATE_TO_HUMAN_DM,BILLING_RECEIPT_OR_PAYMENT_VERIFICATION,@752488 Hey Lexi! We've just replied to your DM. Let's carry on chatting there /C,PENDING_HUMAN_REVIEW,Candidate intent: subscription_and_billing. Requires private transaction details or billing system lookup
